Order,Family,Genus,Species,Subspecies,Author,FullnameWithAuthor,Category
Monotremata,,,,,"Bonaparte, 1837","Monotremata Bonaparte, 1837",Order
Monotremata,Tachyglossidae,,,,"Gill, 1872","Tachyglossidae Gill, 1872",Family
Monotremata,Tachyglossidae,Tachyglossus,,,"Illiger, 1811","Tachyglossus Illiger, 1811",Genus
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,"(Shaw, 1792)","Tachyglossus aculeatus (Shaw, 1792)",Species
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,aculeatus,"(Shaw, 1792)","Tachyglossus aculeatus aculeatus (Shaw, 1792)",Subspecies
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,acanthion,"(Collett, 1884)","Tachyglossus aculeatus acanthion (Collett, 1884)",Subspecies
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,lawesii,"Ramsay, 1877","Tachyglossus aculeatus lawesii Ramsay, 1877",Subspecies
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,multiaculeatus,"(W. Rothschild, 1905)","Tachyglossus aculeatus multiaculeatus (W. Rothschild, 1905)",Subspecies
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,setosus,"(E. Geoffroy St. Hilaire, 1803)","Tachyglossus aculeatus setosus (E. Geoffroy St. Hilaire, 1803)",Subspecies
Monotremata,Tachyglossidae,Zaglossus,,,"Gill, 1877","Zaglossus Gill, 1877",Genus
Monotremata,Tachyglossidae,Zaglossus,attenboroughi,,"Flannery and Groves, 1998","Zaglossus attenboroughi Flannery and Groves, 1998",Species
Monotremata,Tachyglossidae,Zaglossus,bartoni,,"(Thomas, 1907)","Zaglossus bartoni (Thomas, 1907)",Species
Monotremata,Tachyglossidae,Zaglossus,bartoni,bartoni,"(Thomas, 1907)","Zaglossus bartoni bartoni (Thomas, 1907)",Subspecies
Monotremata,Tachyglossidae,Zaglossus,bartoni,clunius,"Thomas and W. Rothschild, 1922","Zaglossus bartoni clunius Thomas and W. Rothschild, 1922",Subspecies
Monotremata,Tachyglossidae,Zaglossus,bartoni,diamondi,"Flannery and Groves, 1998","Zaglossus bartoni diamondi Flannery and Groves, 1998",Subspecies
Monotremata,Tachyglossidae,Zaglossus,bartoni,smeenki,"Flannery and Groves, 1998","Zaglossus bartoni smeenki Flannery and Groves, 1998",Subspecies
Monotremata,Tachyglossidae,Zaglossus,bruijni,,"(Peters and Doria, 1876)","Zaglossus bruijni (Peters and Doria, 1876)",Species
Monotremata,Ornithorhynchidae,,,,"Gray, 1825","Ornithorhynchidae Gray, 1825",Family
Monotremata,Ornithorhynchidae,Ornithorhynchus,,,"Blumenbach, 1800","Ornithorhynchus Blumenbach, 1800",Genus
Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,"(Shaw, 1799)","Ornithorhynchus anatinus (Shaw, 1799)",Species
Didelphimorphia,,,,,"Gill, 1872","Didelphimorphia Gill, 1872",Order
Didelphimorphia,Didelphidae,,,,"Gray, 1821","Didelphidae Gray, 1821",Family
Didelphimorphia,Didelphidae,Caluromys,,,"J. A. Allen, 1900","Caluromys J. A. Allen, 1900",Genus
Didelphimorphia,Didelphidae,Caluromys,derbianus,,"(Waterhouse, 1841)","Caluromys derbianus (Waterhouse, 1841)",Species
Didelphimorphia,Didelphidae,Caluromys,derbianus,derbianus,"(Waterhouse, 1841)","Caluromys derbianus derbianus (Waterhouse, 1841)",Subspecies
Didelphimorphia,Didelphidae,Caluromys,derbianus,aztecus,"Thomas, 1913","Caluromys derbianus aztecus Thomas, 1913",Subspecies
Didelphimorphia,Didelphidae,Caluromys,derbianus,centralis,"Hollister, 1914","Caluromys derbianus centralis Hollister, 1914",Subspecies
Didelphimorphia,Didelphidae,Caluromys,derbianus,fervidus,"Thomas, 1913","Caluromys derbianus fervidus Thomas, 1913",Subspecies
Didelphimorphia,Didelphidae,Caluromys,derbianus,nauticus,"Thomas, 1913","Caluromys derbianus nauticus Thomas, 1913",Subspecies
Didelphimorphia,Didelphidae,Caluromys,derbianus,pallidus,"Thomas, 1899","Caluromys derbianus pallidus Thomas, 1899",Subspecies
Didelphimorphia,Didelphidae,Caluromys,lanatus,,"(Olfers, 1818)","Caluromys lanatus (Olfers, 1818)",Species
Didelphimorphia,Didelphidae,Caluromys,lanatus,lanatus,"(Olfers, 1818)","Caluromys lanatus lanatus (Olfers, 1818)",Subspecies
Didelphimorphia,Didelphidae,Caluromys,lanatus,cicur,"Bangs, 1898","Caluromys lanatus cicur Bangs, 1898",Subspecies
Didelphimorphia,Didelphidae,Caluromys,lanatus,nattereri,"Matschie, 1917","Caluromys lanatus nattereri Matschie, 1917",Subspecies
Didelphimorphia,Didelphidae,Caluromys,lanatus,ochropus,"Wagner, 1842","Caluromys lanatus ochropus Wagner, 1842",Subspecies
Didelphimorphia,Didelphidae,Caluromys,lanatus,ornatus,"Tschudi, 1845","Caluromys lanatus ornatus Tschudi, 1845",Subspecies
Didelphimorphia,Didelphidae,Caluromys,lanatus,vitalinus,"Miranda-Ribeiro, 1936","Caluromys lanatus vitalinus Miranda-Ribeiro, 1936",Subspecies
Didelphimorphia,Didelphidae,Caluromys,philander,,"(Linnaeus, 1758)","Caluromys philander (Linnaeus, 1758)",Species
Didelphimorphia,Didelphidae,Caluromys,philander,philander,"(Linnaeus, 1758)","Caluromys philander philander (Linnaeus, 1758)",Subspecies
Didelphimorphia,Didelphidae,Caluromys,philander,affinis,"Wagner, 1842","Caluromys philander affinis Wagner, 1842",Subspecies
Didelphimorphia,Didelphidae,Caluromys,philander,dichurus,"Wagner, 1842","Caluromys philander dichurus Wagner, 1842",Subspecies
Didelphimorphia,Didelphidae,Caluromys,philander,trinitatis,"Thomas, 1894","Caluromys philander trinitatis Thomas, 1894",Subspecies
Didelphimorphia,Didelphidae,Caluromysiops,,,"Sanborn, 1951","Caluromysiops Sanborn, 1951",Genus
Didelphimorphia,Didelphidae,Caluromysiops,irrupta,,"Sanborn, 1951","Caluromysiops irrupta Sanborn, 1951",Species
Didelphimorphia,Didelphidae,Glironia,,,"Thomas, 1912","Glironia Thomas, 1912",Genus
Didelphimorphia,Didelphidae,Glironia,venusta,,"Thomas, 1912","Glironia venusta Thomas, 1912",Species
Didelphimorphia,Didelphidae,Chironectes,,,"Illiger, 1811","Chironectes Illiger, 1811",Genus
Didelphimorphia,Didelphidae,Chironectes,minimus,,"(Zimmermann, 1780)","Chironectes minimus (Zimmermann, 1780)",Species
Didelphimorphia,Didelphidae,Chironectes,minimus,minimus,"(Zimmermann, 1780)","Chironectes minimus minimus (Zimmermann, 1780)",Subspecies
Didelphimorphia,Didelphidae,Chironectes,minimus,argyrodytes,"Dickey, 1928","Chironectes minimus argyrodytes Dickey, 1928",Subspecies
Didelphimorphia,Didelphidae,Chironectes,minimus,langsdorffi,"Boitard, 1845","Chironectes minimus langsdorffi Boitard, 1845",Subspecies
Didelphimorphia,Didelphidae,Chironectes,minimus,panamensis,"Goldman, 1914","Chironectes minimus panamensis Goldman, 1914",Subspecies
Didelphimorphia,Didelphidae,Didelphis,,,"Linnaeus, 1758","Didelphis Linnaeus, 1758",Genus
Didelphimorphia,Didelphidae,Didelphis,albiventris,,"Lund, 1840","Didelphis albiventris Lund, 1840",Species
Didelphimorphia,Didelphidae,Didelphis,aurita,,"(Wied-Neuwied, 1826)","Didelphis aurita (Wied-Neuwied, 1826)",Species
Didelphimorphia,Didelphidae,Didelphis,imperfecta,,"Mondolfi and Pérez-Hernández, 1984","Didelphis imperfecta Mondolfi and Pérez-Hernández, 1984",Species
Didelphimorphia,Didelphidae,Didelphis,marsupialis,,"Linnaeus, 1758","Didelphis marsupialis Linnaeus, 1758",Species
Didelphimorphia,Didelphidae,Didelphis,marsupialis,marsupialis,"Linnaeus, 1758","Didelphis marsupialis marsupialis Linnaeus, 1758",Subspecies
Didelphimorphia,Didelphidae,Didelphis,marsupialis,caucae,"J. A. Allen, 1900","Didelphis marsupialis caucae J. A. Allen, 1900",Subspecies
Didelphimorphia,Didelphidae,Didelphis,pernigra,,"J. A. Allen, 1900","Didelphis pernigra J. A. Allen, 1900",Species
Didelphimorphia,Didelphidae,Didelphis,virginiana,,"Kerr, 1792","Didelphis virginiana Kerr, 1792",Species
Didelphimorphia,Didelphidae,Didelphis,virginiana,virginiana,"Kerr, 1792","Didelphis virginiana virginiana Kerr, 1792",Subspecies
Didelphimorphia,Didelphidae,Didelphis,virginiana,californica,"Bennett, 1833","Didelphis virginiana californica Bennett, 1833",Subspecies
Didelphimorphia,Didelphidae,Didelphis,virginiana,pigra,"Bangs, 1898","Didelphis virginiana pigra Bangs, 1898",Subspecies
Didelphimorphia,Didelphidae,Didelphis,virginiana,yucatanensis,"J. A. Allen, 1901","Didelphis virginiana yucatanensis J. A. Allen, 1901",Subspecies
Didelphimorphia,Didelphidae,Gracilinanus,,,"Gardner and Creighton, 1989","Gracilinanus Gardner and Creighton, 1989",Genus
Didelphimorphia,Didelphidae,Gracilinanus,aceramarcae,,"(Tate, 1931)","Gracilinanus aceramarcae (Tate, 1931)",Species
Didelphimorphia,Didelphidae,Gracilinanus,agilis,,"(Burmeister, 1854)","Gracilinanus agilis (Burmeister, 1854)",Species
Didelphimorphia,Didelphidae,Gracilinanus,agricolai,,"(Moojen, 1943)","Gracilinanus agricolai (Moojen, 1943)",Species
Didelphimorphia,Didelphidae,Gracilinanus,dryas,,"Thomas, 1898","Gracilinanus dryas Thomas, 1898",Species
Didelphimorphia,Didelphidae,Gracilinanus,emiliae,,"Thomas, 1909","Gracilinanus emiliae Thomas, 1909",Species
Didelphimorphia,Didelphidae,Gracilinanus,formosus,,"Shamel, 1930","Gracilinanus formosus Shamel, 1930",Species
Didelphimorphia,Didelphidae,Gracilinanus,ignitus,,"Díaz, Flores, and Barquez, 2002","Gracilinanus ignitus Díaz, Flores, and Barquez, 2002",Species
Didelphimorphia,Didelphidae,Gracilinanus,marica,,"Thomas, 1898","Gracilinanus marica Thomas, 1898",Species
Didelphimorphia,Didelphidae,Gracilinanus,microtarsus,,"Wagner, 1842","Gracilinanus microtarsus Wagner, 1842",Species
Didelphimorphia,Didelphidae,Gracilinanus,microtarsus,microtarsus,"Wagner, 1842","Gracilinanus microtarsus microtarsus Wagner, 1842",Subspecies
Didelphimorphia,Didelphidae,Gracilinanus,microtarsus,guahybae,"Tate, 1931","Gracilinanus microtarsus guahybae Tate, 1931",Subspecies
Didelphimorphia,Didelphidae,Hyladelphys,,,"Voss, Lunde, and Simmons, 2001","Hyladelphys Voss, Lunde, and Simmons, 2001",Genus
Didelphimorphia,Didelphidae,Hyladelphys,kalinowskii,,"Hershkovitz, 1992","Hyladelphys kalinowskii Hershkovitz, 1992",Species
Didelphimorphia,Didelphidae,Lestodelphys,,,"Tate, 1934","Lestodelphys Tate, 1934",Genus
Didelphimorphia,Didelphidae,Lestodelphys,halli,,"Thomas, 1921","Lestodelphys halli Thomas, 1921",Species
Didelphimorphia,Didelphidae,Lutreolina,,,"Thomas, 1910","Lutreolina Thomas, 1910",Genus
Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,,"Desmarest, 1804","Lutreolina crassicaudata Desmarest, 1804",Species
Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,crassicaudata,"Desmarest, 1804","Lutreolina crassicaudata crassicaudata Desmarest, 1804",Subspecies
Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,turneri,"Günther, 1879","Lutreolina crassicaudata turneri Günther, 1879",Subspecies
Didelphimorphia,Didelphidae,Marmosa,,,"Gray, 1821","Marmosa Gray, 1821",Genus
Didelphimorphia,Didelphidae,Marmosa,andersoni,,"Pine, 1972","Marmosa andersoni Pine, 1972",Species
Didelphimorphia,Didelphidae,Marmosa,lepida,,"Thomas, 1888","Marmosa lepida Thomas, 1888",Species
Didelphimorphia,Didelphidae,Marmosa,mexicana,,"Merriam, 1897","Marmosa mexicana Merriam, 1897",Species
Didelphimorphia,Didelphidae,Marmosa,mexicana,mexicana,"Merriam, 1897","Marmosa mexicana mexicana Merriam, 1897",Subspecies
Didelphimorphia,Didelphidae,Marmosa,mexicana,mayensis,"Osgood, 1913","Marmosa mexicana mayensis Osgood, 1913",Subspecies
Didelphimorphia,Didelphidae,Marmosa,mexicana,savannarum,"Goldman, 1917","Marmosa mexicana savannarum Goldman, 1917",Subspecies
Didelphimorphia,Didelphidae,Marmosa,murina,,"Linnaeus, 1758","Marmosa murina Linnaeus, 1758",Species
Didelphimorphia,Didelphidae,Marmosa,quichua,,"Thomas, 1899","Marmosa quichua Thomas, 1899",Species
Didelphimorphia,Didelphidae,Marmosa,robinsoni,,"Bangs, 1898","Marmosa robinsoni Bangs, 1898",Species
Didelphimorphia,Didelphidae,Marmosa,robinsoni,robinsoni,"Bangs, 1898","Marmosa robinsoni robinsoni Bangs, 1898",Subspecies
Didelphimorphia,Didelphidae,Marmosa,robinsoni,chapmani,"J. A. Allen, 1900","Marmosa robinsoni chapmani J. A. Allen, 1900",Subspecies
Didelphimorphia,Didelphidae,Marmosa,robinsoni,fulviventer,"Bangs, 1901","Marmosa robinsoni fulviventer Bangs, 1901",Subspecies
Didelphimorphia,Didelphidae,Marmosa,robinsoni,grenadae,"Thomas, 1911","Marmosa robinsoni grenadae Thomas, 1911",Subspecies
Didelphimorphia,Didelphidae,Marmosa,robinsoni,isthmica,"Goldman, 1912","Marmosa robinsoni isthmica Goldman, 1912",Subspecies
Didelphimorphia,Didelphidae,Marmosa,robinsoni,luridavolta,"Goodwin, 1961","Marmosa robinsoni luridavolta Goodwin, 1961",Subspecies
Didelphimorphia,Didelphidae,Marmosa,robinsoni,ruatanica,"Goldman, 1911","Marmosa robinsoni ruatanica Goldman, 1911",Subspecies
Didelphimorphia,Didelphidae,Marmosa,robinsoni,simonsi,"Thomas, 1899","Marmosa robinsoni simonsi Thomas, 1899",Subspecies
Didelphimorphia,Didelphidae,Marmosa,rubra,,"Tate, 1931","Marmosa rubra Tate, 1931",Species
Didelphimorphia,Didelphidae,Marmosa,tyleriana,,"Tate, 1931","Marmosa tyleriana Tate, 1931",Species
Didelphimorphia,Didelphidae,Marmosa,xerophila,,"Handley and Gordon, 1979","Marmosa xerophila Handley and Gordon, 1979",Species
Didelphimorphia,Didelphidae,Marmosops,,,"Matschie, 1916","Marmosops Matschie, 1916",Genus
Didelphimorphia,Didelphidae,Marmosops,bishopi,,"(Pine, 1981)","Marmosops bishopi (Pine, 1981)",Species
Didelphimorphia,Didelphidae,Marmosops,cracens,,"(Handley and Gordon, 1979)","Marmosops cracens (Handley and Gordon, 1979)",Species
Didelphimorphia,Didelphidae,Marmosops,dorothea,,"(Thomas, 1911)","Marmosops dorothea (Thomas, 1911)",Species
Didelphimorphia,Didelphidae,Marmosops,fuscatus,,"Thomas, 1896","Marmosops fuscatus Thomas, 1896",Species
Didelphimorphia,Didelphidae,Marmosops,fuscatus,fuscatus,"Thomas, 1896","Marmosops fuscatus fuscatus Thomas, 1896",Subspecies
Didelphimorphia,Didelphidae,Marmosops,fuscatus,carri,"J. A. Allen and Chapman, 1897","Marmosops fuscatus carri J. A. Allen and Chapman, 1897",Subspecies
Didelphimorphia,Didelphidae,Marmosops,fuscatus,perfuscus,"Thomas, 1924","Marmosops fuscatus perfuscus Thomas, 1924",Subspecies
Didelphimorphia,Didelphidae,Marmosops,handleyi,,"Pine, 1981","Marmosops handleyi Pine, 1981",Species
Didelphimorphia,Didelphidae,Marmosops,impavidus,,"(Tschudi, 1845)","Marmosops impavidus (Tschudi, 1845)",Species
Didelphimorphia,Didelphidae,Marmosops,incanus,,"Lund, 1840","Marmosops incanus Lund, 1840",Species
Didelphimorphia,Didelphidae,Marmosops,invictus,,"Goldman, 1912","Marmosops invictus Goldman, 1912",Species
Didelphimorphia,Didelphidae,Marmosops,juninensis,,"Tate, 1931","Marmosops juninensis Tate, 1931",Species
Didelphimorphia,Didelphidae,Marmosops,neblina,,"Gardner, 1990","Marmosops neblina Gardner, 1990",Species
Didelphimorphia,Didelphidae,Marmosops,noctivagus,,"Tschudi, 1844","Marmosops noctivagus Tschudi, 1844",Species
Didelphimorphia,Didelphidae,Marmosops,parvidens,,"Tate, 1931","Marmosops parvidens Tate, 1931",Species
Didelphimorphia,Didelphidae,Marmosops,paulensis,,"Tate, 1931","Marmosops paulensis Tate, 1931",Species
Didelphimorphia,Didelphidae,Marmosops,pinheiroi,,"Pine, 1981","Marmosops pinheiroi Pine, 1981",Species
Didelphimorphia,Didelphidae,Metachirus,,,"Burmeister, 1854","Metachirus Burmeister, 1854",Genus
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,,"É. Geoffroy, 1803","Metachirus nudicaudatus É. Geoffroy, 1803",Species
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,nudicaudatus,"É. Geoffroy, 1803","Metachirus nudicaudatus nudicaudatus É. Geoffroy, 1803",Subspecies
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,colombianus,"J. A. Allen, 1900","Metachirus nudicaudatus colombianus J. A. Allen, 1900",Subspecies
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,modestus,"Thomas, 1923","Metachirus nudicaudatus modestus Thomas, 1923",Subspecies
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,myosuros,"Temminck, 1824","Metachirus nudicaudatus myosuros Temminck, 1824",Subspecies
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,tschudii,"J. A. Allen, 1900","Metachirus nudicaudatus tschudii J. A. Allen, 1900",Subspecies
Didelphimorphia,Didelphidae,Micoureus,,,"Lesson, 1842","Micoureus Lesson, 1842",Genus
Didelphimorphia,Didelphidae,Micoureus,alstoni,,"J. A. Allen, 1900","Micoureus alstoni J. A. Allen, 1900",Species
Didelphimorphia,Didelphidae,Micoureus,constantiae,,"Thomas, 1903","Micoureus constantiae Thomas, 1903",Species
Didelphimorphia,Didelphidae,Micoureus,demerarae,,"Thomas, 1905","Micoureus demerarae Thomas, 1905",Species
Didelphimorphia,Didelphidae,Micoureus,demerarae,demerarae,"Thomas, 1905","Micoureus demerarae demerarae Thomas, 1905",Subspecies
Didelphimorphia,Didelphidae,Micoureus,demerarae,areniticola,"Tate, 1931","Micoureus demerarae areniticola Tate, 1931",Subspecies
Didelphimorphia,Didelphidae,Micoureus,demerarae,dominus,"Thomas, 1920","Micoureus demerarae dominus Thomas, 1920",Subspecies
Didelphimorphia,Didelphidae,Micoureus,demerarae,esmeraldae,"Tate, 1931","Micoureus demerarae esmeraldae Tate, 1931",Subspecies
Didelphimorphia,Didelphidae,Micoureus,demerarae,meridae,"Tate, 1931","Micoureus demerarae meridae Tate, 1931",Subspecies
Didelphimorphia,Didelphidae,Micoureus,paraguayanus,,"Tate, 1931","Micoureus paraguayanus Tate, 1931",Species
Didelphimorphia,Didelphidae,Micoureus,paraguayanus,paraguayanus,"Tate, 1931","Micoureus paraguayanus paraguayanus Tate, 1931",Subspecies
Didelphimorphia,Didelphidae,Micoureus,paraguayanus,travassosi,"Miranda-Ribeiro, 1936","Micoureus paraguayanus travassosi Miranda-Ribeiro, 1936",Subspecies
Didelphimorphia,Didelphidae,Micoureus,phaeus,,"(Thomas, 1899)","Micoureus phaeus (Thomas, 1899)",Species
Didelphimorphia,Didelphidae,Micoureus,regina,,"Thomas, 1898","Micoureus regina Thomas, 1898",Species
Didelphimorphia,Didelphidae,Micoureus,regina,regina,"Thomas, 1898","Micoureus regina regina Thomas, 1898",Subspecies
Didelphimorphia,Didelphidae,Micoureus,regina,germana,"Thomas, 1904","Micoureus regina germana Thomas, 1904",Subspecies
Didelphimorphia,Didelphidae,Micoureus,regina,rapposa,"Thomas, 1899","Micoureus regina rapposa Thomas, 1899",Subspecies
Didelphimorphia,Didelphidae,Monodelphis,,,"Burnett, 1829","Monodelphis Burnett, 1829",Genus
Didelphimorphia,Didelphidae,Monodelphis,adusta,,"Thomas, 1897","Monodelphis adusta Thomas, 1897",Species
Didelphimorphia,Didelphidae,Monodelphis,americana,,"Müller, 1776","Monodelphis americana Müller, 1776",Species
Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,,"Erxleben, 1777","Monodelphis brevicaudata Erxleben, 1777",Species
Didelphimorphia,Didelphidae,Monodelphis,dimidiata,,"Wagner, 1847","Monodelphis dimidiata Wagner, 1847",Species
Didelphimorphia,Didelphidae,Monodelphis,domestica,,"Wagner, 1842","Monodelphis domestica Wagner, 1842",Species
Didelphimorphia,Didelphidae,Monodelphis,emiliae,,"Thomas, 1912","Monodelphis emiliae Thomas, 1912",Species
Didelphimorphia,Didelphidae,Monodelphis,glirina,,"Wagner, 1842","Monodelphis glirina Wagner, 1842",Species
Didelphimorphia,Didelphidae,Monodelphis,iheringi,,"Thomas, 1888","Monodelphis iheringi Thomas, 1888",Species
Didelphimorphia,Didelphidae,Monodelphis,kunsi,,"Pine, 1975","Monodelphis kunsi Pine, 1975",Species
Didelphimorphia,Didelphidae,Monodelphis,maraxina,,"Thomas, 1923","Monodelphis maraxina Thomas, 1923",Species
Didelphimorphia,Didelphidae,Monodelphis,osgoodi,,"Doutt, 1938","Monodelphis osgoodi Doutt, 1938",Species
Didelphimorphia,Didelphidae,Monodelphis,palliolata,,"Osgood, 1914","Monodelphis palliolata Osgood, 1914",Species
Didelphimorphia,Didelphidae,Monodelphis,rubida,,"Thomas, 1899","Monodelphis rubida Thomas, 1899",Species
Didelphimorphia,Didelphidae,Monodelphis,scalops,,"Thomas, 1888","Monodelphis scalops Thomas, 1888",Species
Didelphimorphia,Didelphidae,Monodelphis,sorex,,"Hensel, 1872","Monodelphis sorex Hensel, 1872",Species
Didelphimorphia,Didelphidae,Monodelphis,theresa,,"Thomas, 1921","Monodelphis theresa Thomas, 1921",Species
Didelphimorphia,Didelphidae,Monodelphis,umbristriata,,"Miranda-Ribeiro, 1936","Monodelphis umbristriata Miranda-Ribeiro, 1936",Species
Didelphimorphia,Didelphidae,Monodelphis,unistriata,,"Wagner, 1842","Monodelphis unistriata Wagner, 1842",Species
Didelphimorphia,Didelphidae,Philander,,,"Brisson, 1762","Philander Brisson, 1762",Genus
Didelphimorphia,Didelphidae,Philander,andersoni,,"Osgood, 1913","Philander andersoni Osgood, 1913",Species
Didelphimorphia,Didelphidae,Philander,frenatus,,"Olfers, 1818","Philander frenatus Olfers, 1818",Species
Didelphimorphia,Didelphidae,Philander,mcilhennyi,,"Gardner and Patton, 1972","Philander mcilhennyi Gardner and Patton, 1972",Species
Didelphimorphia,Didelphidae,Philander,opossum,,"Linnaeus, 1758","Philander opossum Linnaeus, 1758",Species
Didelphimorphia,Didelphidae,Philander,opossum,opossum,"Linnaeus, 1758","Philander opossum opossum Linnaeus, 1758",Subspecies
Didelphimorphia,Didelphidae,Philander,opossum,canus,"Osgood, 1913","Philander opossum canus Osgood, 1913",Subspecies
Didelphimorphia,Didelphidae,Philander,opossum,fuscogriseus,"J. A. Allen, 1900","Philander opossum fuscogriseus J. A. Allen, 1900",Subspecies
Didelphimorphia,Didelphidae,Philander,opossum,melanurus,"Thomas, 1899","Philander opossum melanurus Thomas, 1899",Subspecies
Didelphimorphia,Didelphidae,Thylamys,,,"Gray, 1843","Thylamys Gray, 1843",Genus
Didelphimorphia,Didelphidae,Thylamys,cinderella,,"Thomas, 1902","Thylamys cinderella Thomas, 1902",Species
Didelphimorphia,Didelphidae,Thylamys,elegans,,"Waterhouse, 1839","Thylamys elegans Waterhouse, 1839",Species
Didelphimorphia,Didelphidae,Thylamys,karimii,,"Petter, 1968","Thylamys karimii Petter, 1968",Species
Didelphimorphia,Didelphidae,Thylamys,macrurus,,"Olfers, 1818","Thylamys macrurus Olfers, 1818",Species
Didelphimorphia,Didelphidae,Thylamys,pallidior,,"Thomas, 1902","Thylamys pallidior Thomas, 1902",Species
Didelphimorphia,Didelphidae,Thylamys,pusillus,,"Desmarest, 1804","Thylamys pusillus Desmarest, 1804",Species
Didelphimorphia,Didelphidae,Thylamys,sponsorius,,"Thomas, 1902","Thylamys sponsorius Thomas, 1902",Species
Didelphimorphia,Didelphidae,Thylamys,tatei,,"Handley, 1956","Thylamys tatei Handley, 1956",Species
Didelphimorphia,Didelphidae,Thylamys,velutinus,,"Wagner, 1842","Thylamys velutinus Wagner, 1842",Species
Didelphimorphia,Didelphidae,Thylamys,venustus,,"Thomas, 1902","Thylamys venustus Thomas, 1902",Species
Didelphimorphia,Didelphidae,Tlacuatzin,,,"Voss and Jansa, 2003","Tlacuatzin Voss and Jansa, 2003",Genus
Didelphimorphia,Didelphidae,Tlacuatzin,canescens,,"J. A. Allen, 1893","Tlacuatzin canescens J. A. Allen, 1893",Species
Didelphimorphia,Didelphidae,Tlacuatzin,canescens,canescens,"J. A. Allen, 1893","Tlacuatzin canescens canescens J. A. Allen, 1893",Subspecies
Didelphimorphia,Didelphidae,Tlacuatzin,canescens,gaumeri,"Osgood, 1913","Tlacuatzin canescens gaumeri Osgood, 1913",Subspecies
Paucituberculata,,,,,"Ameghino, 1894","Paucituberculata Ameghino, 1894",Order
Paucituberculata,Caenolestidae,,,,"Trouessart, 1898","Caenolestidae Trouessart, 1898",Family
Paucituberculata,Caenolestidae,Caenolestes,,,"Thomas, 1895","Caenolestes Thomas, 1895",Genus
Paucituberculata,Caenolestidae,Caenolestes,caniventer,,"Anthony, 1921","Caenolestes caniventer Anthony, 1921",Species
Paucituberculata,Caenolestidae,Caenolestes,condorensis,,"Albuja and Patterson, 1996","Caenolestes condorensis Albuja and Patterson, 1996",Species
Paucituberculata,Caenolestidae,Caenolestes,convelatus,,"Anthony, 1924","Caenolestes convelatus Anthony, 1924",Species
Paucituberculata,Caenolestidae,Caenolestes,convelatus,convelatus,"Anthony, 1924","Caenolestes convelatus convelatus Anthony, 1924",Subspecies
Paucituberculata,Caenolestidae,Caenolestes,convelatus,barbarensis,"Bublitz, 1987","Caenolestes convelatus barbarensis Bublitz, 1987",Subspecies
Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,,"Tomes, 1863","Caenolestes fuliginosus Tomes, 1863",Species
Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,fuliginosus,"Tomes, 1863","Caenolestes fuliginosus fuliginosus Tomes, 1863",Subspecies
Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,centralis,"Bublitz, 1987","Caenolestes fuliginosus centralis Bublitz, 1987",Subspecies
Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,obscurus,"Thomas, 1895","Caenolestes fuliginosus obscurus Thomas, 1895",Subspecies
Paucituberculata,Caenolestidae,Lestoros,,,"Oehser, 1934","Lestoros Oehser, 1934",Genus
Paucituberculata,Caenolestidae,Lestoros,inca,,"Thomas, 1917","Lestoros inca Thomas, 1917",Species
Paucituberculata,Caenolestidae,Rhyncholestes,,,"Osgood, 1924","Rhyncholestes Osgood, 1924",Genus
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,,"Osgood, 1924","Rhyncholestes raphanurus Osgood, 1924",Species
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,raphanurus,"Osgood, 1924","Rhyncholestes raphanurus raphanurus Osgood, 1924",Subspecies
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,continentalis,"Bublitz, 1987","Rhyncholestes raphanurus continentalis Bublitz, 1987",Subspecies
Microbiotheria,,,,,"Ameghino, 1889","Microbiotheria Ameghino, 1889",Order
Microbiotheria,Microbiotheriidae,,,,"Ameghino, 1887","Microbiotheriidae Ameghino, 1887",Family
Microbiotheria,Microbiotheriidae,Dromiciops,,,"Thomas, 1894","Dromiciops Thomas, 1894",Genus
Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,,"Thomas, 1894","Dromiciops gliroides Thomas, 1894",Species
