Order,Family,Genus,Species,Subspecies,Author,FullnameWithAuthor,Category
Chiroptera,Molossidae,Chaerephon,solomonis,,"Troughton, 1931","Chaerephon solomonis Troughton, 1931",Species
Chiroptera,Molossidae,Chaerephon,tomensis,,"Juste and Ibañez, 1993","Chaerephon tomensis Juste and Ibañez, 1993",Species
Chiroptera,Molossidae,Cheiromeles,,,"Horsfield, 1824","Cheiromeles Horsfield, 1824",Genus
Chiroptera,Molossidae,Cheiromeles,parvidens,,"Miller and Hollister, 1921","Cheiromeles parvidens Miller and Hollister, 1921",Species
Chiroptera,Molossidae,Cheiromeles,torquatus,,"Horsfield, 1824","Cheiromeles torquatus Horsfield, 1824",Species
Chiroptera,Molossidae,Cheiromeles,torquatus,torquatus,"Horsfield, 1824","Cheiromeles torquatus torquatus Horsfield, 1824",Subspecies
Chiroptera,Molossidae,Cheiromeles,torquatus,caudatus,"Temminck, 1841","Cheiromeles torquatus caudatus Temminck, 1841",Subspecies
Chiroptera,Molossidae,Cheiromeles,torquatus,jacobsoni,"Thomas, 1923","Cheiromeles torquatus jacobsoni Thomas, 1923",Subspecies
Chiroptera,Molossidae,Cynomops,,,"Thomas, 1920","Cynomops Thomas, 1920",Genus
Chiroptera,Molossidae,Cynomops,abrasus,,"Temminck, 1827","Cynomops abrasus Temminck, 1827",Species
Chiroptera,Molossidae,Cynomops,abrasus,abrasus,"Temminck, 1827","Cynomops abrasus abrasus Temminck, 1827",Subspecies
Chiroptera,Molossidae,Cynomops,abrasus,brachymeles,"Peters, 1865","Cynomops abrasus brachymeles Peters, 1865",Subspecies
Chiroptera,Molossidae,Cynomops,abrasus,cerastes,"Thomas, 1901","Cynomops abrasus cerastes Thomas, 1901",Subspecies
Chiroptera,Molossidae,Cynomops,abrasus,mastivus,"Thomas, 1911","Cynomops abrasus mastivus Thomas, 1911",Subspecies
Chiroptera,Molossidae,Cynomops,greenhalli,,"Goodwin, 1958","Cynomops greenhalli Goodwin, 1958",Species
Chiroptera,Molossidae,Cynomops,mexicanus,,"Jones and Genoways, 1967","Cynomops mexicanus Jones and Genoways, 1967",Species
Chiroptera,Molossidae,Cynomops,paranus,,"Thomas, 1901","Cynomops paranus Thomas, 1901",Species
Chiroptera,Molossidae,Cynomops,planirostris,,"Peters, 1865","Cynomops planirostris Peters, 1865",Species
Chiroptera,Molossidae,Eumops,,,"Miller, 1906","Eumops Miller, 1906",Genus
Chiroptera,Molossidae,Eumops,auripendulus,,"Shaw, 1800","Eumops auripendulus Shaw, 1800",Species
Chiroptera,Molossidae,Eumops,auripendulus,auripendulus,"Shaw, 1800","Eumops auripendulus auripendulus Shaw, 1800",Subspecies
Chiroptera,Molossidae,Eumops,auripendulus,major,"Eger, 1974","Eumops auripendulus major Eger, 1974",Subspecies
Chiroptera,Molossidae,Eumops,bonariensis,,"Peters, 1874","Eumops bonariensis Peters, 1874",Species
Chiroptera,Molossidae,Eumops,bonariensis,bonariensis,"Peters, 1874","Eumops bonariensis bonariensis Peters, 1874",Subspecies
Chiroptera,Molossidae,Eumops,bonariensis,delticus,"Thomas, 1923","Eumops bonariensis delticus Thomas, 1923",Subspecies
Chiroptera,Molossidae,Eumops,bonariensis,nanus,"Miller, 1900","Eumops bonariensis nanus Miller, 1900",Subspecies
Chiroptera,Molossidae,Eumops,dabbenei,,"Thomas, 1914","Eumops dabbenei Thomas, 1914",Species
Chiroptera,Molossidae,Eumops,glaucinus,,"Wagner, 1843","Eumops glaucinus Wagner, 1843",Species
Chiroptera,Molossidae,Eumops,glaucinus,glaucinus,"Wagner, 1843","Eumops glaucinus glaucinus Wagner, 1843",Subspecies
Chiroptera,Molossidae,Eumops,glaucinus,floridanus,"G. M. Allen, 1932","Eumops glaucinus floridanus G. M. Allen, 1932",Subspecies
Chiroptera,Molossidae,Eumops,hansae,,"Sanborn, 1932","Eumops hansae Sanborn, 1932",Species
Chiroptera,Molossidae,Eumops,maurus,,"Thomas, 1901","Eumops maurus Thomas, 1901",Species
Chiroptera,Molossidae,Eumops,patagonicus,,"Thomas, 1924","Eumops patagonicus Thomas, 1924",Species
Chiroptera,Molossidae,Eumops,patagonicus,patagonicus,"Thomas, 1924","Eumops patagonicus patagonicus Thomas, 1924",Subspecies
Chiroptera,Molossidae,Eumops,patagonicus,beckeri,"Sanborn, 1932","Eumops patagonicus beckeri Sanborn, 1932",Subspecies
Chiroptera,Molossidae,Eumops,perotis,,"Schinz, 1821","Eumops perotis Schinz, 1821",Species
Chiroptera,Molossidae,Eumops,perotis,perotis,"Schinz, 1821","Eumops perotis perotis Schinz, 1821",Subspecies
Chiroptera,Molossidae,Eumops,perotis,californicus,"Merriam, 1890","Eumops perotis californicus Merriam, 1890",Subspecies
Chiroptera,Molossidae,Eumops,perotis,gigas,"Peters, 1864","Eumops perotis gigas Peters, 1864",Subspecies
Chiroptera,Molossidae,Eumops,trumbulli,,"Thomas, 1901","Eumops trumbulli Thomas, 1901",Species
Chiroptera,Molossidae,Eumops,underwoodi,,"Goodwin, 1940","Eumops underwoodi Goodwin, 1940",Species
Chiroptera,Molossidae,Eumops,underwoodi,underwoodi,"Goodwin, 1940","Eumops underwoodi underwoodi Goodwin, 1940",Subspecies
Chiroptera,Molossidae,Eumops,underwoodi,sonoriensis,"Benson, 1947","Eumops underwoodi sonoriensis Benson, 1947",Subspecies
Chiroptera,Molossidae,Molossops,,,"Peters, 1865","Molossops Peters, 1865",Genus
Chiroptera,Molossidae,Molossops,aequatorianus,,"Cabrera, 1917","Molossops aequatorianus Cabrera, 1917",Species
Chiroptera,Molossidae,Molossops,mattogrossensis,,"Vieira, 1942","Molossops mattogrossensis Vieira, 1942",Species
Chiroptera,Molossidae,Molossops,neglectus,,"Williams and Genoways, 1980","Molossops neglectus Williams and Genoways, 1980",Species
Chiroptera,Molossidae,Molossops,temminckii,,"Burmeister, 1854","Molossops temminckii Burmeister, 1854",Species
Chiroptera,Molossidae,Molossops,temminckii,temminckii,"Burmeister, 1854","Molossops temminckii temminckii Burmeister, 1854",Subspecies
Chiroptera,Molossidae,Molossops,temminckii,griseiventer,"Sanborn, 1941","Molossops temminckii griseiventer Sanborn, 1941",Subspecies
Chiroptera,Molossidae,Molossops,temminckii,sylvia,"Thomas, 1924","Molossops temminckii sylvia Thomas, 1924",Subspecies
Chiroptera,Molossidae,Molossus,,,"E. Geoffroy, 1805","Molossus E. Geoffroy, 1805",Genus
Chiroptera,Molossidae,Molossus,aztecus,,"Saussure, 1860","Molossus aztecus Saussure, 1860",Species
Chiroptera,Molossidae,Molossus,barnesi,,"Thomas, 1905","Molossus barnesi Thomas, 1905",Species
Chiroptera,Molossidae,Molossus,coibensis,,"J. A. Allen, 1904","Molossus coibensis J. A. Allen, 1904",Species
Chiroptera,Molossidae,Molossus,currentium,,"Thomas, 1901","Molossus currentium Thomas, 1901",Species
Chiroptera,Molossidae,Molossus,currentium,currentium,"Thomas, 1901","Molossus currentium currentium Thomas, 1901",Subspecies
Chiroptera,Molossidae,Molossus,currentium,bondae,"J. A. Allen, 1904","Molossus currentium bondae J. A. Allen, 1904",Subspecies
Chiroptera,Molossidae,Molossus,currentium,robustus,"López-González and Presley, 2001","Molossus currentium robustus López-González and Presley, 2001",Subspecies
Chiroptera,Molossidae,Molossus,molossus,,"Pallas, 1766","Molossus molossus Pallas, 1766",Species
Chiroptera,Molossidae,Molossus,molossus,molossus,"Pallas, 1766","Molossus molossus molossus Pallas, 1766",Subspecies
Chiroptera,Molossidae,Molossus,molossus,debilis,"Miller, 1913","Molossus molossus debilis Miller, 1913",Subspecies
Chiroptera,Molossidae,Molossus,molossus,pygmaeus,"Miller, 1900","Molossus molossus pygmaeus Miller, 1900",Subspecies
Chiroptera,Molossidae,Molossus,molossus,fortis,"Miller, 1913","Molossus molossus fortis Miller, 1913",Subspecies
Chiroptera,Molossidae,Molossus,molossus,milleri,"Johnson, 1952","Molossus molossus milleri Johnson, 1952",Subspecies
Chiroptera,Molossidae,Molossus,molossus,tropidorhynchus,"Gray, 1839","Molossus molossus tropidorhynchus Gray, 1839",Subspecies
Chiroptera,Molossidae,Molossus,molossus,verrilli,"J. A. Allen, 1908","Molossus molossus verrilli J. A. Allen, 1908",Subspecies
Chiroptera,Molossidae,Molossus,pretiosus,,"Miller, 1902","Molossus pretiosus Miller, 1902",Species
Chiroptera,Molossidae,Molossus,rufus,,"E. Geoffroy, 1805","Molossus rufus E. Geoffroy, 1805",Species
Chiroptera,Molossidae,Molossus,sinaloae,,"J. A. Allen, 1906","Molossus sinaloae J. A. Allen, 1906",Species
Chiroptera,Molossidae,Molossus,sinaloae,sinaloae,"J. A. Allen, 1906","Molossus sinaloae sinaloae J. A. Allen, 1906",Subspecies
Chiroptera,Molossidae,Molossus,sinaloae,trinitatus,"Goodwin, 1959","Molossus sinaloae trinitatus Goodwin, 1959",Subspecies
Chiroptera,Molossidae,Mops,,,"Lesson, 1842","Mops Lesson, 1842",Genus
Chiroptera,Molossidae,Mops,brachypterus,,"Peters, 1852","Mops brachypterus Peters, 1852",Species
Chiroptera,Molossidae,Mops,brachypterus,brachypterus,"Peters, 1852","Mops brachypterus brachypterus Peters, 1852",Subspecies
Chiroptera,Molossidae,Mops,brachypterus,leonis,"Thomas, 1908","Mops brachypterus leonis Thomas, 1908",Subspecies
Chiroptera,Molossidae,Mops,condylurus,,"A. Smith, 1833","Mops condylurus A. Smith, 1833",Species
Chiroptera,Molossidae,Mops,condylurus,condylurus,"A. Smith, 1833","Mops condylurus condylurus A. Smith, 1833",Subspecies
Chiroptera,Molossidae,Mops,condylurus,orientis,"G. M. Allen and Loveridge, 1942","Mops condylurus orientis G. M. Allen and Loveridge, 1942",Subspecies
Chiroptera,Molossidae,Mops,condylurus,osborni,"J. A. Allen, 1917","Mops condylurus osborni J. A. Allen, 1917",Subspecies
Chiroptera,Molossidae,Mops,condylurus,wonderi,"Sanbron, 1936","Mops condylurus wonderi Sanbron, 1936",Subspecies
Chiroptera,Molossidae,Mops,congicus,,"J. A. Allen, 1917","Mops congicus J. A. Allen, 1917",Species
Chiroptera,Molossidae,Mops,demonstrator,,"Thomas, 1903","Mops demonstrator Thomas, 1903",Species
Chiroptera,Molossidae,Mops,leucostigma,,"G. M. Allen, 1918","Mops leucostigma G. M. Allen, 1918",Species
Chiroptera,Molossidae,Mops,midas,,"Sundevall, 1842","Mops midas Sundevall, 1842",Species
Chiroptera,Molossidae,Mops,midas,midas,"Sundevall, 1842","Mops midas midas Sundevall, 1842",Subspecies
Chiroptera,Molossidae,Mops,midas,miarensis,"A. Grandidier, 1869","Mops midas miarensis A. Grandidier, 1869",Subspecies
Chiroptera,Molossidae,Mops,mops,,"de Blainville, 1840","Mops mops de Blainville, 1840",Species
Chiroptera,Molossidae,Mops,nanulus,,"J. A. Allen, 1917","Mops nanulus J. A. Allen, 1917",Species
Chiroptera,Molossidae,Mops,niangarae,,"J. A. Allen, 1917","Mops niangarae J. A. Allen, 1917",Species
Chiroptera,Molossidae,Mops,niveiventer,,"Cabrera and Ruxton, 1926","Mops niveiventer Cabrera and Ruxton, 1926",Species
Chiroptera,Molossidae,Mops,petersoni,,"El Rayah, 1981","Mops petersoni El Rayah, 1981",Species
Chiroptera,Molossidae,Mops,sarasinorum,,"A. Meyer, 1899","Mops sarasinorum A. Meyer, 1899",Species
Chiroptera,Molossidae,Mops,sarasinorum,sarasinorum,"A. Meyer, 1899","Mops sarasinorum sarasinorum A. Meyer, 1899",Subspecies
Chiroptera,Molossidae,Mops,sarasinorum,lanei,"Taylor, 1934","Mops sarasinorum lanei Taylor, 1934",Subspecies
Chiroptera,Molossidae,Mops,spurrelli,,"Dollman, 1911","Mops spurrelli Dollman, 1911",Species
Chiroptera,Molossidae,Mops,thersites,,"Thomas, 1903","Mops thersites Thomas, 1903",Species
Chiroptera,Molossidae,Mops,trevori,,"J. A. Allen, 1917","Mops trevori J. A. Allen, 1917",Species
Chiroptera,Molossidae,Mormopterus,,,"Peters, 1865","Mormopterus Peters, 1865",Genus
Chiroptera,Molossidae,Mormopterus,acetabulosus,,"Hermann, 1804","Mormopterus acetabulosus Hermann, 1804",Species
Chiroptera,Molossidae,Mormopterus,beccarii,,"Peters, 1881","Mormopterus beccarii Peters, 1881",Species
Chiroptera,Molossidae,Mormopterus,beccarii,beccarii,"Peters, 1881","Mormopterus beccarii beccarii Peters, 1881",Subspecies
Chiroptera,Molossidae,Mormopterus,beccarii,astrolabiensis,"Meyer, 1899","Mormopterus beccarii astrolabiensis Meyer, 1899",Subspecies
Chiroptera,Molossidae,Mormopterus,doriae,,"K. Andersen, 1907","Mormopterus doriae K. Andersen, 1907",Species
Chiroptera,Molossidae,Mormopterus,jugularis,,"Peters, 1865","Mormopterus jugularis Peters, 1865",Species
Chiroptera,Molossidae,Mormopterus,kalinowskii,,"Thomas, 1893","Mormopterus kalinowskii Thomas, 1893",Species
Chiroptera,Molossidae,Mormopterus,loriae,,"Thomas, 1897","Mormopterus loriae Thomas, 1897",Species
Chiroptera,Molossidae,Mormopterus,loriae,loriae,"Thomas, 1897","Mormopterus loriae loriae Thomas, 1897",Subspecies
Chiroptera,Molossidae,Mormopterus,loriae,cobourgiana,"Johnson, 1959","Mormopterus loriae cobourgiana Johnson, 1959",Subspecies
Chiroptera,Molossidae,Mormopterus,loriae,ridei,"Felten, 1964","Mormopterus loriae ridei Felten, 1964",Subspecies
Chiroptera,Molossidae,Mormopterus,minutus,,"Miller, 1899","Mormopterus minutus Miller, 1899",Species
Chiroptera,Molossidae,Mormopterus,norfolkensis,,"Gray, 1840","Mormopterus norfolkensis Gray, 1840",Species
Chiroptera,Molossidae,Mormopterus,phrudus,,"Handley, 1956","Mormopterus phrudus Handley, 1956",Species
Chiroptera,Molossidae,Mormopterus,planiceps,,"Peters, 1866","Mormopterus planiceps Peters, 1866",Species
Chiroptera,Molossidae,Myopterus,,,"E. Geoffroy, 1818","Myopterus E. Geoffroy, 1818",Genus
Chiroptera,Molossidae,Myopterus,daubentonii,,"Desmarest, 1820","Myopterus daubentonii Desmarest, 1820",Species
Chiroptera,Molossidae,Myopterus,daubentonii,daubentonii,"Desmarest, 1820","Myopterus daubentonii daubentonii Desmarest, 1820",Subspecies
Chiroptera,Molossidae,Myopterus,daubentonii,albatus,"Thomas, 1915","Myopterus daubentonii albatus Thomas, 1915",Subspecies
Chiroptera,Molossidae,Myopterus,whitleyi,,"Scharff, 1900","Myopterus whitleyi Scharff, 1900",Species
Chiroptera,Molossidae,Nyctinomops,,,"Miller, 1902","Nyctinomops Miller, 1902",Genus
Chiroptera,Molossidae,Nyctinomops,aurispinosus,,"Peale, 1848","Nyctinomops aurispinosus Peale, 1848",Species
Chiroptera,Molossidae,Nyctinomops,femorosaccus,,"Merriam, 1889","Nyctinomops femorosaccus Merriam, 1889",Species
Chiroptera,Molossidae,Nyctinomops,laticaudatus,,"E. Geoffroy, 1805","Nyctinomops laticaudatus E. Geoffroy, 1805",Species
Chiroptera,Molossidae,Nyctinomops,laticaudatus,laticaudatus,"E. Geoffroy, 1805","Nyctinomops laticaudatus laticaudatus E. Geoffroy, 1805",Subspecies
Chiroptera,Molossidae,Nyctinomops,laticaudatus,europs,"H. Allen, 1889","Nyctinomops laticaudatus europs H. Allen, 1889",Subspecies
Chiroptera,Molossidae,Nyctinomops,laticaudatus,ferruginea,"Goodwin, 1954","Nyctinomops laticaudatus ferruginea Goodwin, 1954",Subspecies
Chiroptera,Molossidae,Nyctinomops,laticaudatus,macarenensis,"Barriga-Bonilla, 1965","Nyctinomops laticaudatus macarenensis Barriga-Bonilla, 1965",Subspecies
Chiroptera,Molossidae,Nyctinomops,laticaudatus,yucatanicus,"Miller, 1902","Nyctinomops laticaudatus yucatanicus Miller, 1902",Subspecies
Chiroptera,Molossidae,Nyctinomops,macrotis,,"Gray, 1840","Nyctinomops macrotis Gray, 1840",Species
Chiroptera,Molossidae,Otomops,,,"Thomas, 1913","Otomops Thomas, 1913",Genus
Chiroptera,Molossidae,Otomops,formosus,,"Chasen, 1939","Otomops formosus Chasen, 1939",Species
Chiroptera,Molossidae,Otomops,johnstonei,,"Kitchener, How, and Maryanto, 1992","Otomops johnstonei Kitchener, How, and Maryanto, 1992",Species
Chiroptera,Molossidae,Otomops,madagascariensis,,"Dorst, 1953","Otomops madagascariensis Dorst, 1953",Species
Chiroptera,Molossidae,Otomops,martiensseni,,"Matschie, 1897","Otomops martiensseni Matschie, 1897",Species
Chiroptera,Molossidae,Otomops,martiensseni,martiensseni,"Matschie, 1897","Otomops martiensseni martiensseni Matschie, 1897",Subspecies
Chiroptera,Molossidae,Otomops,martiensseni,icarus,"Chubb, 1917","Otomops martiensseni icarus Chubb, 1917",Subspecies
Chiroptera,Molossidae,Otomops,papuensis,,"Lawrence, 1948","Otomops papuensis Lawrence, 1948",Species
Chiroptera,Molossidae,Otomops,secundus,,"Hayman, 1952","Otomops secundus Hayman, 1952",Species
Chiroptera,Molossidae,Otomops,wroughtoni,,"Thomas, 1913","Otomops wroughtoni Thomas, 1913",Species
Chiroptera,Molossidae,Platymops,,,"Thomas, 1906","Platymops Thomas, 1906",Genus
Chiroptera,Molossidae,Platymops,setiger,,"Peters, 1878","Platymops setiger Peters, 1878",Species
Chiroptera,Molossidae,Platymops,setiger,setiger,"Peters, 1878","Platymops setiger setiger Peters, 1878",Subspecies
Chiroptera,Molossidae,Platymops,setiger,macmillani,"Thomas, 1906","Platymops setiger macmillani Thomas, 1906",Subspecies
Chiroptera,Molossidae,Promops,,,"Gervais, 1856","Promops Gervais, 1856",Genus
Chiroptera,Molossidae,Promops,centralis,,"Thomas, 1915","Promops centralis Thomas, 1915",Species
Chiroptera,Molossidae,Promops,centralis,centralis,"Thomas, 1915","Promops centralis centralis Thomas, 1915",Subspecies
Chiroptera,Molossidae,Promops,centralis,davisoni,"Thomas, 1921","Promops centralis davisoni Thomas, 1921",Subspecies
Chiroptera,Molossidae,Promops,centralis,occultus,"Thomas, 1915","Promops centralis occultus Thomas, 1915",Subspecies
Chiroptera,Molossidae,Promops,nasutus,,"Spix, 1823","Promops nasutus Spix, 1823",Species
Chiroptera,Molossidae,Promops,nasutus,nasutus,"Spix, 1823","Promops nasutus nasutus Spix, 1823",Subspecies
Chiroptera,Molossidae,Promops,nasutus,ancilla,"Thomas, 1915","Promops nasutus ancilla Thomas, 1915",Subspecies
Chiroptera,Molossidae,Promops,nasutus,downsi,"Goodwin, 1962","Promops nasutus downsi Goodwin, 1962",Subspecies
Chiroptera,Molossidae,Promops,nasutus,fosteri,"Miller, 1907","Promops nasutus fosteri Miller, 1907",Subspecies
Chiroptera,Molossidae,Promops,nasutus,pamana,"Miller, 1913","Promops nasutus pamana Miller, 1913",Subspecies
Chiroptera,Molossidae,Sauromys,,,"Roberts, 1917","Sauromys Roberts, 1917",Genus
Chiroptera,Molossidae,Sauromys,petrophilus,,"Roberts, 1917","Sauromys petrophilus Roberts, 1917",Species
Chiroptera,Molossidae,Sauromys,petrophilus,petrophilus,"Roberts, 1917","Sauromys petrophilus petrophilus Roberts, 1917",Subspecies
Chiroptera,Molossidae,Sauromys,petrophilus,erongensis,"Roberts, 1946","Sauromys petrophilus erongensis Roberts, 1946",Subspecies
Chiroptera,Molossidae,Sauromys,petrophilus,fitzsimonsi,"Roberts, 1946","Sauromys petrophilus fitzsimonsi Roberts, 1946",Subspecies
Chiroptera,Molossidae,Sauromys,petrophilus,haagneri,"Roberts, 1917","Sauromys petrophilus haagneri Roberts, 1917",Subspecies
Chiroptera,Molossidae,Sauromys,petrophilus,umbratus,"Shortridge and Carter, 1938","Sauromys petrophilus umbratus Shortridge and Carter, 1938",Subspecies
Chiroptera,Molossidae,Tadarida,,,"Rafinesque, 1814","Tadarida Rafinesque, 1814",Genus
Chiroptera,Molossidae,Tadarida,aegyptiaca,,"E. Geoffroy, 1818","Tadarida aegyptiaca E. Geoffroy, 1818",Species
Chiroptera,Molossidae,Tadarida,aegyptiaca,aegyptiaca,"E. Geoffroy, 1818","Tadarida aegyptiaca aegyptiaca E. Geoffroy, 1818",Subspecies
Chiroptera,Molossidae,Tadarida,aegyptiaca,bocagei,"Seabra, 1900","Tadarida aegyptiaca bocagei Seabra, 1900",Subspecies
Chiroptera,Molossidae,Tadarida,aegyptiaca,sindica,"Wroughton, 1919","Tadarida aegyptiaca sindica Wroughton, 1919",Subspecies
Chiroptera,Molossidae,Tadarida,aegyptiaca,thomasi,"Wroughton, 1919","Tadarida aegyptiaca thomasi Wroughton, 1919",Subspecies
Chiroptera,Molossidae,Tadarida,aegyptiaca,tragatus,"Dobson, 1874","Tadarida aegyptiaca tragatus Dobson, 1874",Subspecies
Chiroptera,Molossidae,Tadarida,australis,,"Gray, 1839","Tadarida australis Gray, 1839",Species
Chiroptera,Molossidae,Tadarida,brasiliensis,,"I. Geoffroy, 1824","Tadarida brasiliensis I. Geoffroy, 1824",Species
Chiroptera,Molossidae,Tadarida,brasiliensis,brasiliensis,"I. Geoffroy, 1824","Tadarida brasiliensis brasiliensis I. Geoffroy, 1824",Subspecies
Chiroptera,Molossidae,Tadarida,brasiliensis,antillularum,"Miller, 1902","Tadarida brasiliensis antillularum Miller, 1902",Subspecies
Chiroptera,Molossidae,Tadarida,brasiliensis,bahamensis,"Rhen, 1902","Tadarida brasiliensis bahamensis Rhen, 1902",Subspecies
Chiroptera,Molossidae,Tadarida,brasiliensis,constanzae,"Shamel, 1931","Tadarida brasiliensis constanzae Shamel, 1931",Subspecies
Chiroptera,Molossidae,Tadarida,brasiliensis,cynocephala,"Le Conte, 1831","Tadarida brasiliensis cynocephala Le Conte, 1831",Subspecies
Chiroptera,Molossidae,Tadarida,brasiliensis,intermedia,"Shamel, 1931","Tadarida brasiliensis intermedia Shamel, 1931",Subspecies
Chiroptera,Molossidae,Tadarida,brasiliensis,mexicana,"Saussure, 1860","Tadarida brasiliensis mexicana Saussure, 1860",Subspecies
Chiroptera,Molossidae,Tadarida,brasiliensis,murina,"Gray, 1827","Tadarida brasiliensis murina Gray, 1827",Subspecies
Chiroptera,Molossidae,Tadarida,brasiliensis,muscula,"Gundlach, 1861","Tadarida brasiliensis muscula Gundlach, 1861",Subspecies
Chiroptera,Molossidae,Tadarida,fulminans,,"Thomas, 1903","Tadarida fulminans Thomas, 1903",Species
Chiroptera,Molossidae,Tadarida,fulminans,fulminans,"Thomas, 1903","Tadarida fulminans fulminans Thomas, 1903",Subspecies
Chiroptera,Molossidae,Tadarida,fulminans,mastersoni,"Roberts, 1946","Tadarida fulminans mastersoni Roberts, 1946",Subspecies
Chiroptera,Molossidae,Tadarida,insignis,,"Blyth, 1862","Tadarida insignis Blyth, 1862",Species
Chiroptera,Molossidae,Tadarida,kuboriensis,,"McKean and Calaby, 1968","Tadarida kuboriensis McKean and Calaby, 1968",Species
Chiroptera,Molossidae,Tadarida,latouchei,,"Thomas, 1920","Tadarida latouchei Thomas, 1920",Species
Chiroptera,Molossidae,Tadarida,lobata,,"Thomas, 1891","Tadarida lobata Thomas, 1891",Species
Chiroptera,Molossidae,Tadarida,teniotis,,"Rafinesque, 1814","Tadarida teniotis Rafinesque, 1814",Species
Chiroptera,Molossidae,Tadarida,teniotis,teniotis,"Rafinesque, 1814","Tadarida teniotis teniotis Rafinesque, 1814",Subspecies
Chiroptera,Molossidae,Tadarida,teniotis,rueppelli,"Temminck, 1826","Tadarida teniotis rueppelli Temminck, 1826",Subspecies
Chiroptera,Molossidae,Tadarida,ventralis,,"Heuglin, 1861","Tadarida ventralis Heuglin, 1861",Species
Chiroptera,Molossidae,Tadarida,ventralis,ventralis,"Heuglin, 1861","Tadarida ventralis ventralis Heuglin, 1861",Subspecies
Chiroptera,Molossidae,Tadarida,ventralis,africana,"Dobson, 1876","Tadarida ventralis africana Dobson, 1876",Subspecies
Chiroptera,Vespertilionidae,,,,"Gray, 1821","Vespertilionidae Gray, 1821",Family
Chiroptera,Vespertilionidae,Arielulus,,,"Hill and Harrison, 1987","Arielulus Hill and Harrison, 1987",Genus
Chiroptera,Vespertilionidae,Arielulus,aureocollaris,,"Kock and Storch, 1996","Arielulus aureocollaris Kock and Storch, 1996",Species
Chiroptera,Vespertilionidae,Arielulus,circumdatus,,"Temminck, 1840","Arielulus circumdatus Temminck, 1840",Species
Chiroptera,Vespertilionidae,Arielulus,cuprosus,,"Hill and Francis, 1984","Arielulus cuprosus Hill and Francis, 1984",Species
Chiroptera,Vespertilionidae,Arielulus,societatis,,"Hill, 1972","Arielulus societatis Hill, 1972",Species
Chiroptera,Vespertilionidae,Arielulus,torquatus,,"Csorba and Lee, 1999","Arielulus torquatus Csorba and Lee, 1999",Species
Chiroptera,Vespertilionidae,Eptesicus,,,"Rafinesque, 1820","Eptesicus Rafinesque, 1820",Genus
Chiroptera,Vespertilionidae,Eptesicus,andinus,,"J. A. Allen, 1914","Eptesicus andinus J. A. Allen, 1914",Species
Chiroptera,Vespertilionidae,Eptesicus,bobrinskoi,,"Kuzyakin, 1935","Eptesicus bobrinskoi Kuzyakin, 1935",Species
Chiroptera,Vespertilionidae,Eptesicus,bottae,,"Peters, 1869","Eptesicus bottae Peters, 1869",Species
Chiroptera,Vespertilionidae,Eptesicus,bottae,bottae,"Peters, 1869","Eptesicus bottae bottae Peters, 1869",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,bottae,anatolicus,"Felten, 1971","Eptesicus bottae anatolicus Felten, 1971",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,bottae,hingstoni,"Thomas, 1919","Eptesicus bottae hingstoni Thomas, 1919",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,bottae,innesi,"Lataste, 1887","Eptesicus bottae innesi Lataste, 1887",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,bottae,ognevi,"Bobrinskii, 1918","Eptesicus bottae ognevi Bobrinskii, 1918",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,bottae,omanensis,"Harrison, 1976","Eptesicus bottae omanensis Harrison, 1976",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,bottae,taftanimontis,"de Roguin, 1988","Eptesicus bottae taftanimontis de Roguin, 1988",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,,"Desmarest, 1819","Eptesicus brasiliensis Desmarest, 1819",Species
Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,brasiliensis,"Desmarest, 1819","Eptesicus brasiliensis brasiliensis Desmarest, 1819",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,argentinus,"Thomas, 1920","Eptesicus brasiliensis argentinus Thomas, 1920",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,melanopterus,"Jentink, 1904","Eptesicus brasiliensis melanopterus Jentink, 1904",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,thomasi,"Davis, 1966","Eptesicus brasiliensis thomasi Davis, 1966",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,chiriquinus,,"Thomas, 1920","Eptesicus chiriquinus Thomas, 1920",Species
Chiroptera,Vespertilionidae,Eptesicus,diminutus,,"Osgood, 1915","Eptesicus diminutus Osgood, 1915",Species
Chiroptera,Vespertilionidae,Eptesicus,diminutus,diminutus,"Osgood, 1915","Eptesicus diminutus diminutus Osgood, 1915",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,diminutus,fidelis,"Thomas, 1920","Eptesicus diminutus fidelis Thomas, 1920",Subspecies
Chiroptera,Vespertilionidae,Eptesicus,dimissus,,"Thomas, 1916","Eptesicus dimissus Thomas, 1916",Species
Chiroptera,Vespertilionidae,Eptesicus,floweri,,"de Winton, 1901","Eptesicus floweri de Winton, 1901",Species
