jorden,kontinent,land,provins,distrikt,provinsfoerkortning,kommentar,iso_land,iso_2_kod,iso_3_kod,län,kommun,rikets_N,rikets_O,latitud,longitud,full_path,parent_path,rank
Earth,Europe,Finland,Keski-Pohjanmaa,Kannus,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Kannus,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Kauhava,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Kauhava,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Kaustinen,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Kaustinen,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Kestilä,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Kestilä,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Kokkola,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Kokkola,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Kortesjärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Kortesjärvi,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Kruunupyy,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Kruunupyy,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Kälviä,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Kälviä,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Kärsämäki,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Kärsämäki,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Lappajärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Lappajärvi,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Lehtimäki,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Lehtimäki,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Lestijärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Lestijärvi,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Lohtaja,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Lohtaja,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Luoto,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Luoto,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Merijärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Merijärvi,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Nivala,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Nivala,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Oulainen,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Oulainen,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Pedersöre,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Pedersöre,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Perho,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Perho,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Pietarsaari,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Pietarsaari,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Piippola,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Piippola,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Pulkkila,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Pulkkila,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Pyhäjoki,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Pyhäjoki,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Pyhäjärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Pyhäjärvi,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Pyhäntä,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Pyhäntä,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Raahe,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Raahe,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Rantsila,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Rantsila,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Reisjärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Reisjärvi,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Ruukki,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Ruukki,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Sievi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Sievi,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Siikajoki,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Siikajoki,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Soini,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Soini,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Toholampi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Toholampi,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Ullava,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Ullava,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Uusikaarlepyy,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Uusikaarlepyy,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Veteli,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Veteli,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Vihanti,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Vihanti,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Vimpeli,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Vimpeli,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Keski-Pohjanmaa,Ylivieska,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Keski-Pohjanmaa|Ylivieska,Earth|Finland|Keski-Pohjanmaa,distrikt
Earth,Europe,Finland,Kittilän Lappi,,KiL (Lkk),Lapponia kittilensis,Finland,FI,,,,,,,,Earth|Europe|Finland|Kittilän Lappi,Earth|Finland,provins
Earth,Europe,Finland,Kittilän Lappi,Kittilä,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Kittilän Lappi|Kittilä,Earth|Finland|Kittilän Lappi,distrikt
Earth,Europe,Finland,Kittilän Lappi,Kolari,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Kittilän Lappi|Kolari,Earth|Finland|Kittilän Lappi,distrikt
Earth,Europe,Finland,Kittilän Lappi,Muonio,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Kittilän Lappi|Muonio,Earth|Finland|Kittilän Lappi,distrikt
Earth,Europe,Finland,Kittilän Lappi,Äkäslompolo,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Kittilän Lappi|Äkäslompolo,Earth|Finland|Kittilän Lappi,distrikt
Earth,Europe,Finland,Koillismaa,,Ks (Ks),"Regio kuusamoensis, Kuusamo",Finland,FI,,,,,,,,Earth|Europe|Finland|Koillismaa,Earth|Finland,provins
Earth,Europe,Finland,Koillismaa,Kuusamo,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Koillismaa|Kuusamo,Earth|Finland|Koillismaa,distrikt
Earth,Europe,Finland,Koillismaa,Posio,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Koillismaa|Posio,Earth|Finland|Koillismaa,distrikt
Earth,Europe,Finland,Koillismaa,Salla,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Koillismaa|Salla,Earth|Finland|Koillismaa,distrikt
Earth,Europe,Finland,Koillismaa,Taivalkoski,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Koillismaa|Taivalkoski,Earth|Finland|Koillismaa,distrikt
Earth,Europe,Finland,Laatokan Karjala,,LK (Ll),Karelia ladogensis,Finland,FI,,,,,,,,Earth|Europe|Finland|Laatokan Karjala,Earth|Finland,provins
Earth,Europe,Finland,Laatokan Karjala,Parikkala,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Laatokan Karjala|Parikkala,Earth|Finland|Laatokan Karjala,distrikt
Earth,Europe,Finland,Laatokan Karjala,Saari,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Laatokan Karjala|Saari,Earth|Finland|Laatokan Karjala,distrikt
Earth,Europe,Finland,Laatokan Karjala,Uukuniemi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Laatokan Karjala|Uukuniemi,Earth|Finland|Laatokan Karjala,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,,OP (Obo),Ostrobottnia ouluensis,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa,Earth|Finland,provins
Earth,Europe,Finland,Oulun Pohjanmaa,Hailuoto,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Hailuoto,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Haukipudas,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Haukipudas,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Ii,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Ii,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Kempele,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Kempele,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Kiiminki,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Kiiminki,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Kuivaniemi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Kuivaniemi,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Liminka,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Liminka,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Lumijoki,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Lumijoki,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Muhos,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Muhos,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Oulu,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Oulu,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Oulunsalo,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Oulunsalo,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Pudasjärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Pudasjärvi,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Tyrnävä,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Tyrnävä,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Utajärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Utajärvi,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Yli-Ii,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Yli-Ii,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Oulun Pohjanmaa,Ylikiiminki,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Oulun Pohjanmaa|Ylikiiminki,Earth|Finland|Oulun Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,,PeP (Obu),Ostrobottnia ultima,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa,Earth|Finland,provins
Earth,Europe,Finland,Perä-Pohjanmaa,Kemi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Kemi,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Kemijärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Kemijärvi,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Keminmaa,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Keminmaa,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Pello,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Pello,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Ranua,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Ranua,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Rovaniemen mlk,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Rovaniemen mlk,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Rovaniemi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Rovaniemi,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Simo,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Simo,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Tervola,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Tervola,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Tornio,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Tornio,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Perä-Pohjanmaa,Ylitornio,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Perä-Pohjanmaa|Ylitornio,Earth|Finland|Perä-Pohjanmaa,distrikt
Earth,Europe,Finland,Pohjois-Häme,,PH (Tb),Tavastia borealis,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme,Earth|Finland,provins
Earth,Europe,Finland,Pohjois-Häme,Hankasalmi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Hankasalmi,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Jyväskylä,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Jyväskylä,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Jyväskylän mlk,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Jyväskylän mlk,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Kannonkoski,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Kannonkoski,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Karstula,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Karstula,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Keitele,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Keitele,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Keuruu,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Keuruu,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Kinnula,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Kinnula,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Kivijärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Kivijärvi,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Konnevesi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Konnevesi,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Kyyjärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Kyyjärvi,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Laukaa,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Laukaa,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Multia,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Multia,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Petäjävesi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Petäjävesi,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Pihtipudas,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Pihtipudas,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Pylkönmäki,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Pylkönmäki,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Rautalampi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Rautalampi,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Saarijärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Saarijärvi,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Sumiainen,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Sumiainen,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Suolahti,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Suolahti,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Toivakka,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Toivakka,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Uurainen,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Uurainen,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Vesanto,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Vesanto,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Viitasaari,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Viitasaari,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Virrat,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Virrat,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Ähtäri,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Ähtäri,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Häme,Äänekoski,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Häme|Äänekoski,Earth|Finland|Pohjois-Häme,distrikt
Earth,Europe,Finland,Pohjois-Karjala,,PK (Kb),Karelia borealis,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala,Earth|Finland,provins
Earth,Europe,Finland,Pohjois-Karjala,Eno,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Eno,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Ilomantsi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Ilomantsi,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Joensuu,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Joensuu,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Juuka,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Juuka,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Kaavi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Kaavi,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Kesälahti,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Kesälahti,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Kiihtelysvaara,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Kiihtelysvaara,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Kitee,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Kitee,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Kontiolahti,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Kontiolahti,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Lieksa,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Lieksa,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Liperi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Liperi,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Nurmes,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Nurmes,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Outokumpu,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Outokumpu,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Polvijärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Polvijärvi,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Pyhäselkä,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Pyhäselkä,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Rautavaara,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Rautavaara,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Rääkkylä,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Rääkkylä,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Tohmajärvi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Tohmajärvi,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Tuupovaara,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Tuupovaara,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Valtimo,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Valtimo,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Karjala,Värtsilä,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Karjala|Värtsilä,Earth|Finland|Pohjois-Karjala,distrikt
Earth,Europe,Finland,Pohjois-Savo,,PS (Sb),Savonia borealis,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Savo,Earth|Finland,provins
Earth,Europe,Finland,Pohjois-Savo,Haukivuori,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Savo|Haukivuori,Earth|Finland|Pohjois-Savo,distrikt
Earth,Europe,Finland,Pohjois-Savo,Heinävesi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Savo|Heinävesi,Earth|Finland|Pohjois-Savo,distrikt
Earth,Europe,Finland,Pohjois-Savo,Iisalmi,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Savo|Iisalmi,Earth|Finland|Pohjois-Savo,distrikt
Earth,Europe,Finland,Pohjois-Savo,Joroinen,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Savo|Joroinen,Earth|Finland|Pohjois-Savo,distrikt
Earth,Europe,Finland,Pohjois-Savo,Juankoski,,,Finland,FI,,,,,,,,Earth|Europe|Finland|Pohjois-Savo|Juankoski,Earth|Finland|Pohjois-Savo,distrikt
