jorden,kontinent,land,provins,distrikt,provinsfoerkortning,kommentar,iso_land,iso_2_kod,iso_3_kod,län,kommun,rikets_N,rikets_O,latitud,longitud,full_path,parent_path,rank
Earth,Africa,,,,,,,,,,,,,,,Earth|Africa,,jorden
Earth,Africa,Aldabra Islands,,,,,Seychelles,SC,,,,,,,,Earth|Africa|Aldabra Islands,Earth,land
Earth,Africa,Algeria,,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria,Earth,land
Earth,Africa,Algeria,Adrar,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Adrar,Earth|Algeria,provins
Earth,Africa,Algeria,Ain Defla,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Ain Defla,Earth|Algeria,provins
Earth,Africa,Algeria,Ain Temouchent,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Ain Temouchent,Earth|Algeria,provins
Earth,Africa,Algeria,Alger,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Alger,Earth|Algeria,provins
Earth,Africa,Algeria,Annaba,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Annaba,Earth|Algeria,provins
Earth,Africa,Algeria,Batna,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Batna,Earth|Algeria,provins
Earth,Africa,Algeria,Bechar,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Bechar,Earth|Algeria,provins
Earth,Africa,Algeria,Bejaia,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Bejaia,Earth|Algeria,provins
Earth,Africa,Algeria,Biskra,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Biskra,Earth|Algeria,provins
Earth,Africa,Algeria,Blida,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Blida,Earth|Algeria,provins
Earth,Africa,Algeria,Bordj Bou Arreridj,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Bordj Bou Arreridj,Earth|Algeria,provins
Earth,Africa,Algeria,Bouira,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Bouira,Earth|Algeria,provins
Earth,Africa,Algeria,Boumerdes,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Boumerdes,Earth|Algeria,provins
Earth,Africa,Algeria,Chlef,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Chlef,Earth|Algeria,provins
Earth,Africa,Algeria,Constantine,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Constantine,Earth|Algeria,provins
Earth,Africa,Algeria,Djelfa,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Djelfa,Earth|Algeria,provins
Earth,Africa,Algeria,El Bayadh,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|El Bayadh,Earth|Algeria,provins
Earth,Africa,Algeria,El Oued,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|El Oued,Earth|Algeria,provins
Earth,Africa,Algeria,El Tarf,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|El Tarf,Earth|Algeria,provins
Earth,Africa,Algeria,Ghardaia,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Ghardaia,Earth|Algeria,provins
Earth,Africa,Algeria,Guelma,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Guelma,Earth|Algeria,provins
Earth,Africa,Algeria,Illizi,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Illizi,Earth|Algeria,provins
Earth,Africa,Algeria,Jijel,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Jijel,Earth|Algeria,provins
Earth,Africa,Algeria,Khenchela,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Khenchela,Earth|Algeria,provins
Earth,Africa,Algeria,Laghouat,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Laghouat,Earth|Algeria,provins
Earth,Africa,Algeria,M'Sila,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|M'Sila,Earth|Algeria,provins
Earth,Africa,Algeria,Mascara,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Mascara,Earth|Algeria,provins
Earth,Africa,Algeria,Medea,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Medea,Earth|Algeria,provins
Earth,Africa,Algeria,Mila,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Mila,Earth|Algeria,provins
Earth,Africa,Algeria,Mostaganem,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Mostaganem,Earth|Algeria,provins
Earth,Africa,Algeria,Naama,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Naama,Earth|Algeria,provins
Earth,Africa,Algeria,Oran,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Oran,Earth|Algeria,provins
Earth,Africa,Algeria,Ouargla,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Ouargla,Earth|Algeria,provins
Earth,Africa,Algeria,Oum el Bouaghi,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Oum el Bouaghi,Earth|Algeria,provins
Earth,Africa,Algeria,Relizane,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Relizane,Earth|Algeria,provins
Earth,Africa,Algeria,Saida,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Saida,Earth|Algeria,provins
Earth,Africa,Algeria,Setif,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Setif,Earth|Algeria,provins
Earth,Africa,Algeria,Sidi Bel Abbes,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Sidi Bel Abbes,Earth|Algeria,provins
Earth,Africa,Algeria,Skikda,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Skikda,Earth|Algeria,provins
Earth,Africa,Algeria,Souk Ahras,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Souk Ahras,Earth|Algeria,provins
Earth,Africa,Algeria,Tamanghasset,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Tamanghasset,Earth|Algeria,provins
Earth,Africa,Algeria,Tebessa,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Tebessa,Earth|Algeria,provins
Earth,Africa,Algeria,Tiaret,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Tiaret,Earth|Algeria,provins
Earth,Africa,Algeria,Tindouf,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Tindouf,Earth|Algeria,provins
Earth,Africa,Algeria,Tipaza,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Tipaza,Earth|Algeria,provins
Earth,Africa,Algeria,Tissemsilt,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Tissemsilt,Earth|Algeria,provins
Earth,Africa,Algeria,Tizi Ouzou,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Tizi Ouzou,Earth|Algeria,provins
Earth,Africa,Algeria,Tlemcen,,,,Algeria,DZ,,,,,,,,Earth|Africa|Algeria|Tlemcen,Earth|Algeria,provins
Earth,Africa,Amsterdam - Saint Paul,,,,,French southern territories,TF,,,,,,,,Earth|Africa|Amsterdam - Saint Paul,Earth,land
Earth,Africa,Angola,,,,,Angola,AO,,,,,,,,Earth|Africa|Angola,Earth,land
Earth,Africa,Angola,Bengo,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Bengo,Earth|Angola,provins
Earth,Africa,Angola,Benguela,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Benguela,Earth|Angola,provins
Earth,Africa,Angola,Bié,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Bié,Earth|Angola,provins
Earth,Africa,Angola,Cabinda,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Cabinda,Earth|Angola,provins
Earth,Africa,Angola,Huambo,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Huambo,Earth|Angola,provins
Earth,Africa,Angola,Huila,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Huila,Earth|Angola,provins
Earth,Africa,Angola,Kuando-Kubango,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Kuando-Kubango,Earth|Angola,provins
Earth,Africa,Angola,Kunene,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Kunene,Earth|Angola,provins
Earth,Africa,Angola,Kwanza- Sul,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Kwanza- Sul,Earth|Angola,provins
Earth,Africa,Angola,Kwanza-Norte,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Kwanza-Norte,Earth|Angola,provins
Earth,Africa,Angola,Luanda,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Luanda,Earth|Angola,provins
Earth,Africa,Angola,Lunda-Norte,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Lunda-Norte,Earth|Angola,provins
Earth,Africa,Angola,Lunda-Sul,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Lunda-Sul,Earth|Angola,provins
Earth,Africa,Angola,Malanje,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Malanje,Earth|Angola,provins
Earth,Africa,Angola,Moxico,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Moxico,Earth|Angola,provins
Earth,Africa,Angola,Namibe,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Namibe,Earth|Angola,provins
Earth,Africa,Angola,Uige,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Uige,Earth|Angola,provins
Earth,Africa,Angola,Zaire,,,,Angola,AO,,,,,,,,Earth|Africa|Angola|Zaire,Earth|Angola,provins
Earth,Africa,Ascension Island,,,,,Saint Helena,SH,,,,,,,,Earth|Africa|Ascension Island,Earth,land
Earth,Africa,Azores,,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores,Earth,land
Earth,Africa,Azores,Corvo,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores|Corvo,Earth|Azores,provins
Earth,Africa,Azores,Faial,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores|Faial,Earth|Azores,provins
Earth,Africa,Azores,Flores,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores|Flores,Earth|Azores,provins
Earth,Africa,Azores,Graciosa,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores|Graciosa,Earth|Azores,provins
Earth,Africa,Azores,Pico,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores|Pico,Earth|Azores,provins
Earth,Africa,Azores,Santa Maria,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores|Santa Maria,Earth|Azores,provins
Earth,Africa,Azores,São Jorge,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores|São Jorge,Earth|Azores,provins
Earth,Africa,Azores,São Miguel,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores|São Miguel,Earth|Azores,provins
Earth,Africa,Azores,Terceira,,,,Portugal,PT,,,,,,,,Earth|Africa|Azores|Terceira,Earth|Azores,provins
Earth,Africa,Benin,,,,,Benin,BJ,,,,,,,,Earth|Africa|Benin,Earth,land
Earth,Africa,Botswana,,,,,Botswana,BW,,,,,,,,Earth|Africa|Botswana,Earth,land
Earth,Africa,Bouvet Island,,,,,Bouvet Island,BV,,,,,,,,Earth|Africa|Bouvet Island,Earth,land
Earth,Africa,Burkina Faso,,,,,Burkina Faso,BF,,,,,,,,Earth|Africa|Burkina Faso,Earth,land
Earth,Africa,Burundi,,,,,Burundi,BI,,,,,,,,Earth|Africa|Burundi,Earth,land
Earth,Africa,Cameroon,,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon,Earth,land
Earth,Africa,Cameroon,Adamaoua,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Adamaoua,Earth|Cameroon,provins
Earth,Africa,Cameroon,Centre,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Centre,Earth|Cameroon,provins
Earth,Africa,Cameroon,Est,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Est,Earth|Cameroon,provins
Earth,Africa,Cameroon,Extrême-Nord,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Extrême-Nord,Earth|Cameroon,provins
Earth,Africa,Cameroon,Littoral,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Littoral,Earth|Cameroon,provins
Earth,Africa,Cameroon,Nord,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Nord,Earth|Cameroon,provins
Earth,Africa,Cameroon,Nord-Ouest,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Nord-Ouest,Earth|Cameroon,provins
Earth,Africa,Cameroon,Ouest,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Ouest,Earth|Cameroon,provins
Earth,Africa,Cameroon,Sud,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Sud,Earth|Cameroon,provins
Earth,Africa,Cameroon,Sud-Ouest,,,,Cameroon,CM,,,,,,,,Earth|Africa|Cameroon|Sud-Ouest,Earth|Cameroon,provins
Earth,Africa,Canary Islands,,,,,Spain,ES,,,,,,,,Earth|Africa|Canary Islands,Earth,land
Earth,Africa,Canary Islands,El Hierro,,,,Spain,ES,,,,,,,,Earth|Africa|Canary Islands|El Hierro,Earth|Canary Islands,provins
Earth,Africa,Canary Islands,Fuerteventura,,,,Spain,ES,,,,,,,,Earth|Africa|Canary Islands|Fuerteventura,Earth|Canary Islands,provins
Earth,Africa,Canary Islands,Gran Canaria,,,,Spain,ES,,,,,,,,Earth|Africa|Canary Islands|Gran Canaria,Earth|Canary Islands,provins
Earth,Africa,Canary Islands,La Gomera,,,,Spain,ES,,,,,,,,Earth|Africa|Canary Islands|La Gomera,Earth|Canary Islands,provins
Earth,Africa,Canary Islands,La Palma,,,,Spain,ES,,,,,,,,Earth|Africa|Canary Islands|La Palma,Earth|Canary Islands,provins
Earth,Africa,Canary Islands,Lanzarote,,,,Spain,ES,,,,,,,,Earth|Africa|Canary Islands|Lanzarote,Earth|Canary Islands,provins
Earth,Africa,Canary Islands,Tenerife,,,,Spain,ES,,,,,,,,Earth|Africa|Canary Islands|Tenerife,Earth|Canary Islands,provins
Earth,Africa,Cape Verde,,,,,Cape Verde,CV,,,,,,,,Earth|Africa|Cape Verde,Earth,land
Earth,Africa,Central African Republic,,,,,Central African Republic,CF,,,,,,,,Earth|Africa|Central African Republic,Earth,land
Earth,Africa,Chad,,,,,Chad,TD,,,,,,,,Earth|Africa|Chad,Earth,land
Earth,Africa,Comoros incl. Mayotte,,,,,unknown country,ZZ,,,,,,,,Earth|Africa|Comoros incl. Mayotte,Earth,land
Earth,Africa,Comoros incl. Mayotte,Anjouan,,,,Comoros,KM,,,,,,,,Earth|Africa|Comoros incl. Mayotte|Anjouan,Earth|Comoros incl. Mayotte,provins
Earth,Africa,Comoros incl. Mayotte,Grand Comore,,,,Comoros,KM,,,,,,,,Earth|Africa|Comoros incl. Mayotte|Grand Comore,Earth|Comoros incl. Mayotte,provins
Earth,Africa,Comoros incl. Mayotte,Mayotte,,,,Mayotte,YT,,,,,,,,Earth|Africa|Comoros incl. Mayotte|Mayotte,Earth|Comoros incl. Mayotte,provins
Earth,Africa,Comoros incl. Mayotte,Mohéli,,,,Comoros,KM,,,,,,,,Earth|Africa|Comoros incl. Mayotte|Mohéli,Earth|Comoros incl. Mayotte,provins
Earth,Africa,Congo Brazzaville,,,,Congo,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville,Earth,land
Earth,Africa,Congo Brazzaville,Bouenza,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Bouenza,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Brazzaville,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Brazzaville,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Cuvette,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Cuvette,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Cuvette-Ouest,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Cuvette-Ouest,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Kouilou,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Kouilou,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Likouala,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Likouala,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Lékoumou,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Lékoumou,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Niari,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Niari,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Plateaux,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Plateaux,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Pool,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Pool,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Brazzaville,Sangha.,,,,Congo,CG,,,,,,,,Earth|Africa|Congo Brazzaville|Sangha.,Earth|Congo Brazzaville,provins
Earth,Africa,Congo Kinshasa,,,,"Zaire, Congo DRC, Belgiska Kongo","Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa,Earth,land
Earth,Africa,Congo Kinshasa,Bandundu,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Bandundu,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Bas-Congo,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Bas-Congo,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Equateur,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Equateur,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Kasai-Occidental,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Kasai-Occidental,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Kasai-Oriental,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Kasai-Oriental,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Katanga,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Katanga,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Kinshasa,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Kinshasa,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Maniema,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Maniema,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Nord-Kivu,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Nord-Kivu,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Orientale,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Orientale,Earth|Congo Kinshasa,provins
Earth,Africa,Congo Kinshasa,Sud-Kivu,,,,"Congo, The democratic republic of the",CD,,,,,,,,Earth|Africa|Congo Kinshasa|Sud-Kivu,Earth|Congo Kinshasa,provins
Earth,Africa,Crozet,,,,,French southern territories,TF,,,,,,,,Earth|Africa|Crozet,Earth,land
Earth,Africa,Djibouti,,,,,Djibouti,DJ,,,,,,,,Earth|Africa|Djibouti,Earth,land
Earth,Africa,Egypt,,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt,Earth,land
Earth,Africa,Egypt,Ad Daqahliyah,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Ad Daqahliyah,Earth|Egypt,provins
Earth,Africa,Egypt,Al Bahr al Ahmar,,,Red Sea,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Bahr al Ahmar,Earth|Egypt,provins
Earth,Africa,Egypt,Al Buhayrah,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Buhayrah,Earth|Egypt,provins
Earth,Africa,Egypt,Al Fayyum,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Fayyum,Earth|Egypt,provins
Earth,Africa,Egypt,Al Gharbiyah,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Gharbiyah,Earth|Egypt,provins
Earth,Africa,Egypt,Al Iskandariyah,,,Alexandria,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Iskandariyah,Earth|Egypt,provins
Earth,Africa,Egypt,Al Isma’iliyah,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Isma’iliyah,Earth|Egypt,provins
Earth,Africa,Egypt,Al Jizah,,,Giza,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Jizah,Earth|Egypt,provins
Earth,Africa,Egypt,Al Minufiyah,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Minufiyah,Earth|Egypt,provins
Earth,Africa,Egypt,Al Minya,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Minya,Earth|Egypt,provins
Earth,Africa,Egypt,Al Qahirah,,,Cairo,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Qahirah,Earth|Egypt,provins
Earth,Africa,Egypt,Al Qalyubiyah,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Qalyubiyah,Earth|Egypt,provins
Earth,Africa,Egypt,Al Uqsur,,,Luxor,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Uqsur,Earth|Egypt,provins
Earth,Africa,Egypt,Al Wadi al Jadid,,,New Valley,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Al Wadi al Jadid,Earth|Egypt,provins
Earth,Africa,Egypt,As Suways,,,Suez,Egypt,EG,,,,,,,,Earth|Africa|Egypt|As Suways,Earth|Egypt,provins
Earth,Africa,Egypt,Ash Sharqiyah,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Ash Sharqiyah,Earth|Egypt,provins
Earth,Africa,Egypt,Aswan,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Aswan,Earth|Egypt,provins
Earth,Africa,Egypt,Asyut,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Asyut,Earth|Egypt,provins
Earth,Africa,Egypt,Bani Suwayf,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Bani Suwayf,Earth|Egypt,provins
Earth,Africa,Egypt,Bur Sa’id,,,Port Said,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Bur Sa’id,Earth|Egypt,provins
Earth,Africa,Egypt,Dumyat,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Dumyat,Earth|Egypt,provins
Earth,Africa,Egypt,Janub Sina’,,,South Sinai,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Janub Sina’,Earth|Egypt,provins
Earth,Africa,Egypt,Kafr ash Shaykh,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Kafr ash Shaykh,Earth|Egypt,provins
Earth,Africa,Egypt,Matruh,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Matruh,Earth|Egypt,provins
Earth,Africa,Egypt,Qina,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Qina,Earth|Egypt,provins
Earth,Africa,Egypt,Shamal Sina’,,,North Sinai,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Shamal Sina’,Earth|Egypt,provins
Earth,Africa,Egypt,Suhaj,,,,Egypt,EG,,,,,,,,Earth|Africa|Egypt|Suhaj,Earth|Egypt,provins
Earth,Africa,Equatorial Guinea,,,,,Equatorial Guinea,GQ,,,,,,,,Earth|Africa|Equatorial Guinea,Earth,land
Earth,Africa,Eritrea,,,,,Eritrea,ER,,,,,,,,Earth|Africa|Eritrea,Earth,land
Earth,Africa,Ethiopia,,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia,Earth,land
Earth,Africa,Ethiopia,Arsi,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Arsi,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Bale,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Bale,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Begemder,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Begemder,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Gamu-Gofa,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Gamu-Gofa,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Gojjam,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Gojjam,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Hararghe,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Hararghe,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Illubabor,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Illubabor,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Kaffa,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Kaffa,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Shoa,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Shoa,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Sidamo,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Sidamo,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Tigray,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Tigray,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Welega,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Welega,Earth|Ethiopia,provins
Earth,Africa,Ethiopia,Wollo,,,,Ethiopia,ET,,,,,,,,Earth|Africa|Ethiopia|Wollo,Earth|Ethiopia,provins
Earth,Africa,Gabon,,,,,Gabon,GA,,,,,,,,Earth|Africa|Gabon,Earth,land
Earth,Africa,Gambia,,,,,Gambia,GM,,,,,,,,Earth|Africa|Gambia,Earth,land
Earth,Africa,Ghana,,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana,Earth,land
Earth,Africa,Ghana,Ashanti,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Ashanti,Earth|Ghana,provins
Earth,Africa,Ghana,Brong Ahafo,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Brong Ahafo,Earth|Ghana,provins
Earth,Africa,Ghana,Central,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Central,Earth|Ghana,provins
Earth,Africa,Ghana,Eastern,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Eastern,Earth|Ghana,provins
Earth,Africa,Ghana,Greater Accra,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Greater Accra,Earth|Ghana,provins
Earth,Africa,Ghana,Northern,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Northern,Earth|Ghana,provins
Earth,Africa,Ghana,Upper East,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Upper East,Earth|Ghana,provins
Earth,Africa,Ghana,Upper West,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Upper West,Earth|Ghana,provins
Earth,Africa,Ghana,Volta,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Volta,Earth|Ghana,provins
Earth,Africa,Ghana,Western,,,,Ghana,GH,,,,,,,,Earth|Africa|Ghana|Western,Earth|Ghana,provins
